Date,Number
2015-09-08,170.42857142857142
2015-09-15,167.42857142857142
2015-09-22,168.57142857142858
2015-09-29,172.28571428571428
2015-10-06,180.71428571428572
2015-10-13,178.28571428571428
2015-10-20,189.14285714285714
2015-10-27,202.14285714285714
2015-11-03,200.14285714285714
2015-11-10,189.42857142857142
2015-11-17,199.0
2015-11-24,186.28571428571428
2015-12-01,195.14285714285714
2015-12-08,205.28571428571428
2015-12-15,209.85714285714286
2015-12-22,206.42857142857142
2015-12-29,224.28571428571428
2016-01-05,235.28571428571428
2016-01-12,244.14285714285714
2016-01-19,242.42857142857142
2016-01-26,251.42857142857142
2016-02-02,237.42857142857142
2016-02-09,224.14285714285714
2016-02-16,217.0
2016-02-23,206.0
2016-03-01,198.0
2016-03-08,178.0
2016-03-15,207.42857142857142
2016-03-22,205.42857142857142
2016-03-29,204.0
2016-04-05,198.71428571428572
2016-04-12,195.0
2016-04-19,192.57142857142858
2016-04-26,177.14285714285714
2016-05-03,170.42857142857142
2016-05-10,202.85714285714286
2016-05-17,166.42857142857142
2016-05-24,192.71428571428572
2016-05-31,187.42857142857142
2016-06-07,183.14285714285714
2016-06-14,186.85714285714286
2016-06-21,191.71428571428572
2016-06-28,182.85714285714286
2016-07-05,174.14285714285714
2016-07-12,206.71428571428572
2016-07-19,187.14285714285714
2016-07-26,194.14285714285714
2016-08-02,194.42857142857142
2016-08-09,171.42857142857142
2016-08-16,191.0
2016-08-23,178.0
2016-08-30,168.57142857142858
2016-09-06,184.0
2016-09-13,182.57142857142858
2016-09-20,177.42857142857142
2016-09-27,187.0
2016-10-04,194.28571428571428
2016-10-11,184.42857142857142
2016-10-18,197.71428571428572
2016-10-25,196.28571428571428
2016-11-01,191.71428571428572
2016-11-08,187.28571428571428
2016-11-15,208.0
2016-11-22,207.85714285714286
2016-11-29,213.71428571428572
2016-12-06,214.0
2016-12-13,213.0
2016-12-20,231.28571428571428
2016-12-27,261.14285714285717
2017-01-03,276.85714285714283
2017-01-10,272.2857142857143
2017-01-17,261.7142857142857
2017-01-24,244.85714285714286
2017-01-31,227.57142857142858
2017-02-07,206.57142857142858
2017-02-14,218.0
2017-02-21,210.71428571428572
2017-02-28,215.57142857142858
2017-03-07,206.57142857142858
2017-03-14,212.85714285714286
2017-03-21,209.42857142857142
2017-03-28,204.14285714285714
2017-04-04,206.28571428571428
2017-04-11,210.71428571428572
2017-04-18,177.71428571428572
2017-04-25,202.14285714285714
2017-05-02,180.14285714285714
2017-05-09,196.0
2017-05-16,191.71428571428572
2017-05-23,202.0
2017-05-30,172.85714285714286
2017-06-06,181.14285714285714
2017-06-13,184.85714285714286
2017-06-20,191.14285714285714
2017-06-27,215.85714285714286
2017-07-04,199.14285714285714
2017-07-11,186.42857142857142
2017-07-18,180.57142857142858
2017-07-25,185.71428571428572
2017-08-01,179.57142857142858
2017-08-08,184.0
2017-08-15,186.71428571428572
2017-08-22,183.42857142857142
2017-08-29,170.42857142857142
2017-09-05,185.42857142857142
2017-09-12,196.14285714285714
2017-09-19,176.42857142857142
2017-09-26,181.28571428571428
2017-10-03,185.71428571428572
2017-10-10,197.71428571428572
2017-10-17,200.28571428571428
2017-10-24,202.14285714285714
2017-10-31,211.28571428571428
2017-11-07,208.42857142857142
2017-11-14,210.0
2017-11-21,213.28571428571428
2017-11-28,221.14285714285714
2017-12-05,213.71428571428572
2017-12-12,215.71428571428572
2017-12-19,223.57142857142858
2017-12-26,223.57142857142858
2018-01-02,221.28571428571428
2018-01-09,218.42857142857142
2018-01-16,237.57142857142858
2018-01-23,233.85714285714286
2018-01-30,229.42857142857142
2018-02-06,216.57142857142858
2018-02-13,209.71428571428572
2018-02-20,218.28571428571428
2018-02-27,225.14285714285714
2018-03-06,217.0
2018-03-13,207.0
2018-03-20,210.71428571428572
2018-03-27,203.42857142857142
2018-04-03,206.14285714285714
2018-04-10,203.0
2018-04-17,204.28571428571428
2018-04-24,206.0
2018-05-01,199.71428571428572
2018-05-08,198.57142857142858
2018-05-15,200.28571428571428
2018-05-22,197.57142857142858
2018-05-29,183.28571428571428
2018-06-05,197.28571428571428
2018-06-12,193.0
2018-06-19,196.85714285714286
2018-06-26,185.71428571428572
2018-07-03,202.71428571428572
2018-07-10,194.14285714285714
2018-07-17,198.71428571428572
2018-07-24,189.57142857142858
2018-07-31,189.71428571428572
2018-08-07,205.28571428571428
2018-08-14,190.71428571428572
2018-08-21,189.57142857142858
2018-08-28,187.57142857142858
2018-09-04,189.14285714285714
2018-09-11,178.42857142857142
2018-09-18,188.28571428571428
2018-09-25,194.0
2018-10-02,191.71428571428572
2018-10-09,189.28571428571428
2018-10-16,196.85714285714286
2018-10-23,185.28571428571428
2018-10-30,208.57142857142858
2018-11-06,199.57142857142858
2018-11-13,214.71428571428572
2018-11-20,205.28571428571428
2018-11-27,219.42857142857142
2018-12-04,214.57142857142858
2018-12-11,212.42857142857142
2018-12-18,222.71428571428572
2018-12-25,233.28571428571428
2019-01-01,256.57142857142856
2019-01-08,275.42857142857144
2019-01-15,280.2857142857143
2019-01-22,279.14285714285717
2019-01-29,266.14285714285717
2019-02-05,239.85714285714286
2019-02-12,225.42857142857142
2019-02-19,230.0
2019-02-26,224.71428571428572
2019-03-05,216.42857142857142
2019-03-12,209.28571428571428
2019-03-19,210.42857142857142
2019-03-26,218.0
2019-04-02,201.85714285714286
2019-04-09,200.57142857142858
2019-04-16,201.42857142857142
2019-04-23,203.71428571428572
2019-04-30,214.42857142857142
2019-05-07,198.28571428571428
2019-05-14,196.57142857142858
2019-05-21,196.71428571428572
2019-05-28,200.28571428571428
2019-06-04,202.57142857142858
2019-06-11,194.85714285714286
2019-06-18,191.71428571428572
2019-06-25,196.14285714285714
2019-07-02,190.57142857142858
2019-07-09,181.85714285714286
2019-07-16,187.14285714285714
2019-07-23,189.85714285714286
2019-07-30,195.0
2019-08-06,179.71428571428572
2019-08-13,183.42857142857142
2019-08-20,183.14285714285714
2019-08-27,193.42857142857142
2019-09-03,189.71428571428572
2019-09-10,184.0
2019-09-17,183.71428571428572
2019-09-24,200.57142857142858
2019-10-01,199.71428571428572
2019-10-08,190.71428571428572
2019-10-15,200.42857142857142
2019-10-22,193.42857142857142
2019-10-29,205.85714285714286
2019-11-05,208.42857142857142
2019-11-12,192.28571428571428
2019-11-19,203.0
2019-11-26,209.71428571428572
2019-12-03,198.71428571428572
2019-12-10,210.57142857142858
2019-12-17,228.57142857142858
2019-12-24,220.42857142857142
2019-12-31,246.28571428571428
2020-01-07,248.42857142857142
2020-01-14,261.2857142857143
2020-01-21,260.42857142857144
2020-01-28,244.14285714285714
2020-02-04,229.28571428571428
2020-02-11,214.71428571428572
2020-02-18,210.14285714285714
2020-02-25,214.28571428571428
2020-03-03,207.57142857142858
2020-03-10,219.28571428571428
2020-03-17,249.42857142857142
2020-03-24,261.57142857142856
2020-03-31,316.2857142857143
2020-04-07,313.57142857142856
2020-04-14,293.0
